Age,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,Attrition
59,Travel_Rarely,Sales,3,Life Sciences,3,Female,Sales Executive,4,Single,5171,5,No,3,13,2,3,1,No
43,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,Research Director,4,Married,19740,3,No,3,25,2,3,7,No
49,Travel_Rarely,Research & Development,4,Medical,1,Male,Manager,3,Married,18711,2,No,3,23,2,4,0,No
36,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,Research Scientist,2,Married,3692,1,No,3,12,2,2,10,No
48,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Laboratory Technician,2,Single,2559,5,No,3,7,4,2,0,No
27,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,3,Divorced,2517,1,No,3,5,2,3,3,No
29,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Healthcare Representative,4,Divorced,6623,1,Yes,3,6,2,3,0,No
48,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Director,4,Single,18265,6,No,3,25,3,4,0,No
29,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Director,4,Divorced,16124,3,No,3,9,2,2,7,No
34,Travel_Rarely,Research & Development,20,Technical Degree,3,Female,Research Scientist,3,Married,2585,0,No,3,2,5,2,0,No
44,Travel_Rarely,Sales,5,Marketing,2,Male,Manager,2,Married,18213,7,No,3,26,5,3,9,No
33,Travel_Rarely,Sales,10,Marketing,4,Male,Sales Executive,3,Divorced,8380,0,Yes,3,10,3,3,8,No
19,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,Research Scientist,4,Single,2994,1,Yes,3,1,2,3,0,No
23,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,3,Married,1223,1,No,4,1,2,3,0,No
25,Travel_Frequently,Sales,24,Life Sciences,3,Male,Sales Representative,4,Single,1118,1,Yes,3,1,4,3,0,Yes
26,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Research Scientist,4,Single,2875,1,Yes,4,8,2,2,5,No
45,Travel_Rarely,Sales,2,Marketing,1,Female,Manager,2,Single,18824,2,Yes,3,26,2,3,10,Yes
55,Non-Travel,Research & Development,8,Medical,4,Male,Healthcare Representative,2,Divorced,13577,1,Yes,3,34,3,3,9,No
21,Travel_Frequently,Research & Development,10,Life Sciences,1,Female,Laboratory Technician,3,Single,2625,1,No,4,2,2,1,2,Yes
46,Travel_Rarely,Sales,4,Marketing,4,Female,Manager,2,Married,18789,2,No,3,26,2,3,4,No
34,Travel_Rarely,Sales,2,Marketing,3,Female,Sales Executive,1,Single,4538,0,Yes,3,4,3,3,2,No
51,Travel_Frequently,Sales,9,Life Sciences,4,Male,Manager,2,Divorced,19847,4,Yes,4,31,5,2,10,No
59,Travel_Rarely,Research & Development,18,Medical,4,Male,Manufacturing Director,4,Single,10512,6,No,3,25,6,2,7,No
34,Travel_Frequently,Research & Development,19,Medical,3,Female,Laboratory Technician,2,Divorced,4444,4,No,3,15,2,4,8,No
28,Travel_Frequently,Research & Development,1,Medical,4,Male,Laboratory Technician,3,Single,2154,0,Yes,3,5,2,2,2,No
44,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Manager,1,Divorced,19190,1,No,3,26,4,2,9,No
34,Travel_Frequently,Human Resources,11,Life Sciences,3,Male,Human Resources,2,Married,4490,4,No,3,14,5,4,9,No
35,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Research Scientist,3,Married,3506,0,Yes,3,4,3,3,2,No
42,Travel_Rarely,Research & Development,7,Medical,2,Female,Research Scientist,2,Married,2372,6,Yes,3,18,2,3,0,No
43,Travel_Rarely,Sales,4,Marketing,4,Female,Sales Executive,4,Single,10231,3,No,3,23,3,4,7,No
36,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manufacturing Director,2,Single,5410,9,Yes,3,18,2,3,14,No
44,Travel_Rarely,Research & Development,15,Medical,1,Female,Healthcare Representative,4,Married,7978,1,No,3,10,2,3,7,Yes
28,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,4,Married,3867,1,Yes,3,2,2,3,2,No
51,Travel_Frequently,Research & Development,6,Medical,2,Female,Laboratory Technician,3,Single,2838,0,No,3,8,6,2,0,No
30,Non-Travel,Research & Development,9,Medical,3,Female,Manufacturing Director,3,Single,4695,7,Yes,3,10,3,3,4,No
29,Travel_Rarely,Research & Development,7,Technical Degree,2,Female,Laboratory Technician,3,Divorced,3339,3,Yes,3,10,2,3,7,Yes
28,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,Research Scientist,1,Single,2080,2,No,3,5,2,2,2,No
25,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Scientist,2,Single,2096,1,No,3,2,3,2,2,No
32,Travel_Rarely,Sales,8,Medical,3,Male,Sales Executive,4,Married,6209,1,No,3,10,4,4,7,No
45,Travel_Frequently,Research & Development,25,Medical,2,Female,Manager,2,Single,18061,3,No,4,22,4,3,0,No
39,Travel_Rarely,Research & Development,13,Medical,3,Female,Manager,2,Divorced,17123,6,Yes,3,21,4,3,9,No
58,Travel_Rarely,Research & Development,23,Life Sciences,1,Male,Research Scientist,3,Divorced,2372,1,No,3,2,3,3,2,No
32,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Laboratory Technician,3,Married,4883,1,No,3,10,3,3,4,Yes
39,Travel_Rarely,Research & Development,23,Medical,3,Male,Research Scientist,1,Single,3904,0,No,3,6,2,3,2,Yes
30,Travel_Rarely,Research & Development,6,Technical Degree,1,Female,Laboratory Technician,4,Married,4627,0,No,3,10,6,3,2,No
36,Travel_Rarely,Research & Development,10,Technical Degree,4,Female,Healthcare Representative,3,Married,7094,3,No,3,10,0,3,7,No
46,Travel_Rarely,Human Resources,1,Life Sciences,4,Female,Human Resources,1,Single,3423,6,No,3,10,3,4,6,No
28,Non-Travel,Research & Development,1,Life Sciences,3,Female,Laboratory Technician,4,Married,6674,0,No,3,10,6,3,8,No
50,Travel_Rarely,Research & Development,28,Life Sciences,4,Female,Research Director,1,Married,16880,4,Yes,3,25,2,3,2,No
40,Travel_Rarely,Sales,25,Marketing,4,Male,Sales Executive,2,Single,9094,2,Yes,3,9,2,3,4,Yes
52,Travel_Rarely,Sales,5,Life Sciences,2,Male,Sales Executive,2,Single,8446,9,Yes,3,10,2,2,7,Yes
30,Travel_Rarely,Research & Development,17,Medical,2,Female,Manager,1,Married,11916,1,Yes,4,9,2,3,1,No
39,Travel_Rarely,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,3,Single,4534,0,No,3,9,6,3,7,No
31,Non-Travel,Sales,2,Life Sciences,4,Female,Sales Executive,3,Divorced,9852,1,Yes,3,10,5,2,8,No
41,Non-Travel,Sales,10,Medical,3,Male,Sales Executive,2,Single,6151,1,No,3,19,4,3,2,No
31,Travel_Frequently,Sales,1,Life Sciences,4,Female,Sales Representative,2,Single,2302,1,Yes,3,3,2,4,2,Yes
44,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,Laboratory Technician,1,Married,2362,4,No,3,10,4,4,2,Yes
42,Non-Travel,Research & Development,2,Life Sciences,3,Male,Manager,3,Married,17861,0,Yes,3,21,3,2,8,No
55,Travel_Rarely,Research & Development,2,Medical,4,Female,Manager,3,Married,19187,4,No,3,23,5,3,9,No
56,Travel_Rarely,Human Resources,8,Life Sciences,4,Male,Manager,2,Single,19717,6,No,3,36,4,3,3,No
40,Non-Travel,Research & Development,16,Life Sciences,3,Male,Research Scientist,3,Divorced,3544,9,No,3,6,0,3,2,No
34,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,Healthcare Representative,4,Divorced,8500,0,No,3,10,0,2,7,No
40,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Research Scientist,4,Single,4661,1,No,3,9,4,3,8,No
41,Travel_Frequently,Sales,1,Marketing,3,Female,Sales Executive,1,Divorced,4103,0,No,3,10,2,3,3,No
35,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,Research Scientist,3,Single,4249,1,Yes,3,9,3,3,6,No
51,Travel_Rarely,Human Resources,5,Life Sciences,3,Male,Manager,2,Divorced,14026,1,Yes,3,33,2,3,9,No
38,Travel_Rarely,Sales,2,Life Sciences,2,Female,Sales Executive,1,Divorced,6893,3,No,3,11,3,3,7,No
34,Travel_Rarely,Sales,15,Medical,3,Female,Sales Executive,1,Single,6125,1,No,3,10,6,4,8,No
25,Travel_Rarely,Research & Development,19,Medical,4,Male,Laboratory Technician,4,Married,3669,3,No,3,7,6,2,2,No
58,Travel_Rarely,Research & Development,7,Medical,3,Female,Manufacturing Director,1,Married,10008,7,Yes,3,31,0,2,9,Yes
40,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Laboratory Technician,2,Married,2387,3,No,4,7,3,3,2,No
36,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,1,Married,4639,2,No,3,17,2,2,7,No
48,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,Manufacturing Director,4,Single,7898,1,No,3,11,2,3,9,No
27,Travel_Rarely,Sales,11,Medical,3,Female,Sales Representative,4,Married,2534,8,No,3,5,4,3,0,No
51,Travel_Rarely,Research & Development,11,Technical Degree,4,Female,Manufacturing Director,2,Single,13142,3,No,3,29,1,2,2,No
18,Non-Travel,Research & Development,1,Life Sciences,4,Female,Laboratory Technician,4,Single,1611,1,No,3,0,5,4,0,No
35,Travel_Rarely,Research & Development,1,Medical,4,Female,Laboratory Technician,4,Married,5363,0,No,3,10,0,3,7,No
27,Travel_Frequently,Sales,2,Life Sciences,4,Male,Sales Executive,4,Single,5071,3,No,4,8,3,3,2,No
55,Travel_Rarely,Sales,13,Marketing,1,Male,Sales Executive,3,Single,13695,6,Yes,3,24,2,2,7,Yes
56,Travel_Rarely,Research & Development,23,Life Sciences,4,Male,Manufacturing Director,2,Married,13402,4,Yes,3,33,0,3,16,No
34,Non-Travel,Research & Development,26,Technical Degree,1,Female,Research Scientist,3,Divorced,2029,1,No,4,5,2,3,4,No
40,Travel_Rarely,Research & Development,2,Medical,2,Female,Healthcare Representative,3,Divorced,6377,5,No,4,15,0,3,11,No
34,Travel_Rarely,Research & Development,29,Medical,2,Male,Laboratory Technician,3,Married,5429,4,No,3,10,1,3,7,No
31,Travel_Frequently,Sales,2,Life Sciences,3,Female,Sales Representative,4,Single,2785,7,No,3,3,3,4,0,Yes
35,Travel_Frequently,Sales,18,Marketing,4,Female,Sales Executive,3,Married,4614,0,Yes,3,5,0,2,2,Yes
38,Travel_Frequently,Research & Development,7,Life Sciences,4,Male,Research Scientist,3,Divorced,2610,1,No,3,4,2,3,2,No
34,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,Healthcare Representative,4,Single,6687,1,No,3,14,2,4,11,No
28,Travel_Rarely,Sales,26,Life Sciences,3,Male,Sales Executive,1,Married,4724,1,No,3,5,0,3,3,No
31,Travel_Rarely,Research & Development,22,Medical,4,Male,Manufacturing Director,3,Married,6179,1,Yes,3,10,3,2,2,Yes
39,Travel_Rarely,Sales,21,Life Sciences,1,Male,Sales Executive,4,Married,6120,3,Yes,3,8,2,4,4,No
51,Travel_Frequently,Sales,2,Marketing,2,Male,Sales Executive,2,Married,10596,2,No,3,14,5,3,2,No
41,Travel_Frequently,Research & Development,22,Life Sciences,4,Female,Research Scientist,4,Divorced,5467,3,Yes,3,12,4,2,2,No
37,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Research Scientist,3,Married,2996,7,Yes,3,8,2,3,4,No
33,Travel_Frequently,Sales,5,Life Sciences,2,Male,Sales Executive,4,Married,9998,6,No,3,8,2,4,4,No
32,Travel_Rarely,Sales,2,Marketing,3,Male,Sales Executive,2,Married,4078,0,Yes,3,4,3,2,2,No
39,Non-Travel,Research & Development,25,Life Sciences,3,Male,Healthcare Representative,3,Married,10920,3,No,4,13,2,3,4,No
25,Travel_Rarely,Sales,18,Life Sciences,1,Male,Sales Executive,3,Married,6232,2,No,3,6,3,2,2,No
52,Travel_Frequently,Research & Development,28,Medical,4,Female,Manufacturing Director,3,Married,13247,2,Yes,3,24,3,2,3,No
43,Travel_Rarely,Research & Development,6,Medical,1,Female,Research Scientist,3,Single,4081,1,Yes,3,20,3,1,7,No
27,Travel_Rarely,Sales,10,Marketing,4,Female,Sales Executive,4,Married,5769,1,Yes,3,6,3,3,2,No
27,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Research Scientist,3,Single,2394,1,Yes,3,8,2,3,2,Yes
26,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,4,Single,3904,0,No,3,5,2,3,3,No
42,Travel_Rarely,Human Resources,10,Human Resources,3,Female,Manager,1,Married,16799,0,No,3,21,5,3,7,No
52,Travel_Rarely,Research & Development,8,Other,3,Female,Laboratory Technician,1,Married,2950,9,No,3,12,2,1,4,No
37,Travel_Rarely,Research & Development,11,Medical,1,Female,Laboratory Technician,3,Single,3629,4,No,3,8,6,3,2,No
35,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,Manufacturing Director,4,Single,9362,2,No,3,10,2,3,2,No
25,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Laboratory Technician,4,Married,3229,4,No,3,7,2,2,2,No
26,Travel_Rarely,Research & Development,7,Other,3,Male,Laboratory Technician,1,Single,3578,0,No,3,8,2,3,7,No
29,Travel_Rarely,Human Resources,17,Other,2,Male,Human Resources,1,Single,7988,1,No,3,10,3,2,9,No
49,Travel_Frequently,Research & Development,28,Life Sciences,1,Male,Laboratory Technician,1,Single,4284,3,No,4,20,2,3,3,Yes
29,Travel_Frequently,Research & Development,14,Other,3,Female,Healthcare Representative,4,Single,7553,0,Yes,3,9,1,3,7,Yes
54,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Director,4,Single,17328,6,No,3,29,3,2,7,No
58,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Director,1,Married,19701,3,Yes,4,32,3,3,8,No
55,Travel_Rarely,Research & Development,1,Medical,2,Male,Research Director,4,Divorced,14732,2,No,3,31,4,4,7,No
36,Travel_Rarely,Sales,3,Marketing,1,Female,Sales Executive,2,Single,9278,3,Yes,3,15,3,3,4,No
31,Travel_Frequently,Sales,1,Life Sciences,2,Female,Sales Representative,3,Single,1359,1,No,3,1,3,3,0,Yes
30,Travel_Rarely,Sales,7,Marketing,4,Female,Sales Executive,1,Divorced,4779,7,No,3,8,3,3,2,No
31,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Research Director,2,Single,16422,3,No,3,9,3,4,2,No
34,Travel_Frequently,Research & Development,1,Other,4,Male,Research Scientist,1,Divorced,2996,5,No,3,10,2,3,3,No
31,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Research Scientist,2,Single,1261,1,No,3,1,3,4,0,Yes
27,Travel_Rarely,Research & Development,11,Life Sciences,2,Male,Laboratory Technician,1,Married,2099,0,No,3,6,3,4,0,No
36,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Laboratory Technician,4,Single,5810,1,No,3,10,2,2,4,No
36,Travel_Rarely,Sales,16,Marketing,3,Female,Sales Executive,1,Married,5647,4,No,3,11,3,2,2,No
47,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Research Scientist,4,Married,3420,7,No,3,17,2,2,5,No
25,Travel_Rarely,Sales,9,Life Sciences,1,Male,Sales Representative,1,Married,4400,3,No,3,6,2,3,2,Yes
37,Non-Travel,Research & Development,5,Technical Degree,3,Male,Laboratory Technician,3,Single,3500,0,No,3,7,2,1,5,No
56,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,1,Married,2066,2,No,4,5,3,4,2,No
47,Travel_Rarely,Research & Development,2,Medical,1,Female,Research Director,3,Married,17169,3,No,3,26,2,4,17,No
24,Travel_Rarely,Sales,4,Medical,4,Female,Sales Executive,3,Married,4162,1,Yes,3,5,3,3,4,No
32,Travel_Rarely,Sales,7,Marketing,4,Male,Sales Executive,4,Married,9204,4,No,3,7,3,2,3,No
34,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Laboratory Technician,2,Married,3294,5,No,3,7,2,2,4,No
41,Travel_Rarely,Research & Development,5,Medical,2,Male,Research Scientist,3,Married,2127,2,Yes,3,7,5,2,2,No
40,Non-Travel,Research & Development,9,Other,3,Male,Laboratory Technician,3,Divorced,3975,3,No,3,11,2,4,7,No
31,Travel_Rarely,Sales,8,Life Sciences,1,Male,Sales Executive,4,Divorced,10793,1,No,3,13,5,3,7,No
46,Travel_Rarely,Sales,9,Marketing,1,Male,Sales Executive,4,Divorced,10096,4,No,3,28,1,4,7,Yes
39,Non-Travel,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,1,Single,3646,2,Yes,4,11,2,4,0,Yes
31,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,2,Single,7446,1,No,3,10,2,3,8,Yes
45,Travel_Rarely,Research & Development,20,Medical,2,Male,Healthcare Representative,1,Divorced,10851,2,Yes,3,24,2,3,7,No
31,Travel_Rarely,Human Resources,8,Medical,4,Female,Human Resources,2,Single,2109,9,No,3,8,3,3,2,No
31,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,Laboratory Technician,4,Married,3722,6,Yes,3,7,2,1,2,Yes
45,Travel_Rarely,Research & Development,29,Technical Degree,2,Male,Manufacturing Director,4,Married,9380,4,Yes,3,10,4,4,1,No
48,Travel_Rarely,Sales,7,Marketing,3,Male,Sales Executive,1,Divorced,5486,4,No,3,15,3,3,2,No
34,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,Human Resources,3,Married,2742,1,No,3,2,0,3,2,Yes
40,Non-Travel,Research & Development,8,Medical,4,Male,Research Director,2,Divorced,13757,2,No,3,16,5,3,8,No
28,Travel_Rarely,Sales,5,Medical,4,Male,Sales Executive,1,Single,8463,0,No,3,6,4,3,4,No
44,Non-Travel,Research & Development,5,Life Sciences,3,Male,Laboratory Technician,3,Single,3162,3,No,3,7,5,3,2,No
53,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Director,2,Single,16598,4,No,3,35,2,2,8,No
49,Travel_Rarely,Research & Development,5,Technical Degree,1,Male,Healthcare Representative,3,Married,6651,2,No,3,20,0,2,2,No
40,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Scientist,3,Divorced,2345,2,No,3,8,3,4,1,No
44,Travel_Rarely,Research & Development,20,Life Sciences,4,Male,Research Scientist,2,Single,3420,1,No,3,6,3,2,2,No
33,Travel_Frequently,Sales,7,Medical,4,Male,Sales Executive,1,Married,4373,0,No,3,5,2,3,3,No
34,Travel_Rarely,Sales,3,Other,4,Male,Sales Executive,1,Single,4759,3,No,3,15,2,3,9,No
30,Travel_Rarely,Sales,16,Life Sciences,4,Male,Sales Executive,3,Married,5301,8,No,3,4,2,2,1,No
42,Travel_Frequently,Research & Development,9,Medical,1,Female,Laboratory Technician,4,Single,3673,1,No,3,12,3,3,9,No
44,Travel_Frequently,Sales,1,Marketing,1,Female,Sales Executive,3,Married,4768,7,No,3,11,4,2,0,No
30,Non-Travel,Research & Development,7,Technical Degree,3,Male,Research Scientist,3,Divorced,1274,1,No,3,1,2,2,0,No
57,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,3,Married,4900,0,No,4,13,2,2,9,No
49,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Healthcare Representative,2,Divorced,10466,3,No,3,29,3,3,7,No
34,Travel_Frequently,Research & Development,15,Medical,2,Male,Research Director,1,Divorced,17007,7,No,3,16,3,2,8,No
28,Travel_Frequently,Sales,1,Technical Degree,1,Male,Sales Representative,3,Married,2909,3,No,3,5,3,4,2,Yes
29,Travel_Frequently,Sales,13,Technical Degree,1,Female,Sales Executive,2,Single,5765,5,No,3,7,4,1,3,Yes
34,Travel_Rarely,Sales,24,Medical,1,Female,Sales Executive,2,Single,4599,0,Yes,4,16,2,4,9,Yes
35,Travel_Rarely,Sales,7,Life Sciences,4,Male,Sales Representative,3,Married,2404,1,No,3,1,3,3,0,No
24,Travel_Frequently,Research & Development,9,Medical,2,Male,Laboratory Technician,1,Single,3172,2,Yes,3,4,2,2,0,Yes
24,Non-Travel,Sales,13,Life Sciences,4,Female,Sales Representative,2,Married,2033,1,No,3,1,2,3,0,No
44,Travel_Frequently,Research & Development,2,Medical,2,Male,Manufacturing Director,3,Single,10209,5,Yes,3,16,2,2,2,No
29,Travel_Rarely,Sales,19,Life Sciences,3,Male,Sales Executive,3,Divorced,8620,1,No,3,10,3,3,7,No
30,Travel_Rarely,Human Resources,1,Life Sciences,3,Male,Human Resources,3,Divorced,2064,0,No,4,6,3,4,3,No
55,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,Healthcare Representative,3,Married,4035,0,Yes,3,4,2,3,2,No
33,Travel_Rarely,Research & Development,4,Medical,1,Female,Laboratory Technician,2,Married,3838,8,No,3,8,5,3,4,No
47,Travel_Rarely,Sales,14,Medical,3,Female,Sales Executive,3,Married,4591,3,Yes,3,11,4,2,4,No
28,Travel_Frequently,Research & Development,2,Medical,3,Male,Laboratory Technician,1,Single,2561,7,No,3,8,2,2,0,Yes
28,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,3,Divorced,1563,1,No,3,1,2,1,0,No
28,Travel_Frequently,Sales,7,Life Sciences,3,Male,Sales Executive,1,Single,4898,0,No,3,5,5,3,2,No
49,Travel_Rarely,Research & Development,3,Medical,3,Female,Laboratory Technician,1,Married,4789,4,No,4,10,3,3,2,No
29,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,Laboratory Technician,2,Married,3180,0,No,3,4,3,3,2,No
28,Travel_Rarely,Research & Development,29,Life Sciences,3,Male,Manufacturing Director,2,Married,6549,1,No,3,8,2,2,6,No
33,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Healthcare Representative,3,Single,6388,2,Yes,3,14,6,3,0,No
32,Travel_Rarely,Research & Development,10,Medical,3,Male,Manager,4,Single,11244,2,No,4,10,5,4,2,No
54,Travel_Frequently,Research & Development,11,Medical,2,Female,Manager,4,Divorced,16032,3,No,4,26,2,3,9,No
29,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Research Scientist,1,Single,2362,6,No,3,11,2,1,7,Yes
44,Travel_Rarely,Research & Development,28,Life Sciences,4,Male,Research Director,1,Married,16328,3,No,3,24,1,4,6,No
39,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,Manufacturing Director,2,Single,8376,4,No,3,9,3,3,0,No
46,Travel_Rarely,Sales,3,Life Sciences,3,Female,Manager,2,Married,16606,8,No,3,23,2,4,12,No
35,Travel_Rarely,Research & Development,16,Life Sciences,4,Female,Healthcare Representative,2,Single,8606,1,No,3,11,3,1,8,No
23,Travel_Rarely,Research & Development,20,Life Sciences,1,Male,Laboratory Technician,3,Single,2272,0,No,3,5,2,3,3,No
40,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,Laboratory Technician,1,Single,2018,3,No,3,15,3,1,4,Yes
34,Travel_Rarely,Sales,1,Technical Degree,4,Male,Sales Executive,3,Married,7083,1,Yes,3,10,3,3,9,No
31,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,Research Scientist,3,Single,4084,1,No,3,7,2,1,2,Yes
50,Travel_Frequently,Research & Development,22,Medical,3,Male,Research Director,4,Single,14411,1,Yes,3,32,2,3,6,No
34,Travel_Rarely,Sales,7,Technical Degree,2,Male,Sales Representative,3,Married,2308,0,Yes,4,12,4,3,10,No
42,Travel_Rarely,Research & Development,2,Medical,3,Male,Laboratory Technician,2,Married,4841,4,No,3,4,3,3,0,No
37,Travel_Rarely,Research & Development,13,Medical,1,Male,Research Scientist,4,Married,4285,1,No,3,10,2,3,8,No
29,Travel_Rarely,Research & Development,8,Other,3,Female,Healthcare Representative,1,Married,9715,3,No,3,9,3,3,7,No
33,Travel_Rarely,Research & Development,25,Life Sciences,4,Male,Manufacturing Director,2,Single,4320,1,No,3,5,2,3,3,No
45,Travel_Rarely,Research & Development,28,Technical Degree,4,Male,Research Scientist,4,Married,2132,4,No,4,8,3,3,4,No
42,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Healthcare Representative,4,Married,10124,2,Yes,3,24,3,1,8,No
40,Travel_Rarely,Sales,9,Medical,1,Male,Sales Executive,1,Married,5473,0,No,3,9,5,4,4,No
33,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,Laboratory Technician,3,Married,5207,1,Yes,3,15,3,3,14,No
40,Travel_Rarely,Human Resources,6,Medical,3,Male,Manager,4,Single,16437,1,Yes,4,21,2,3,7,No
24,Travel_Rarely,Research & Development,21,Technical Degree,3,Male,Laboratory Technician,1,Divorced,2296,0,No,3,2,3,3,1,No
40,Non-Travel,Research & Development,8,Life Sciences,4,Male,Healthcare Representative,4,Divorced,4069,3,Yes,3,8,2,3,2,No
45,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Healthcare Representative,2,Divorced,7441,1,No,3,10,4,3,8,No
35,Travel_Rarely,Sales,28,Life Sciences,2,Female,Sales Representative,3,Married,2430,0,No,4,6,5,3,3,No
32,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,Research Scientist,2,Married,5878,3,No,3,12,2,3,1,No
36,Travel_Rarely,Sales,2,Life Sciences,3,Male,Sales Representative,4,Single,2644,3,Yes,4,7,3,2,2,No
48,Travel_Rarely,Sales,16,Life Sciences,3,Female,Sales Executive,3,Divorced,6439,8,No,3,18,2,3,7,No
29,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,3,Married,2451,6,No,3,5,2,2,0,No
33,Travel_Rarely,Sales,8,Life Sciences,1,Male,Sales Executive,1,Married,6392,2,No,3,8,6,1,2,No
30,Travel_Rarely,Sales,1,Life Sciences,2,Male,Sales Executive,1,Married,9714,1,No,3,10,4,3,8,Yes
38,Travel_Frequently,Human Resources,10,Human Resources,3,Male,Human Resources,3,Married,6077,3,No,3,10,2,3,3,No
35,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,1,Single,2450,1,No,3,3,3,3,0,No
30,Travel_Rarely,Sales,29,Technical Degree,3,Male,Sales Executive,2,Married,9250,3,No,3,9,3,3,2,No
35,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,1,Divorced,2074,1,Yes,3,1,2,3,0,Yes
53,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,Manufacturing Director,4,Married,10169,0,No,3,34,4,3,7,Yes
38,Travel_Rarely,Research & Development,2,Medical,3,Male,Manufacturing Director,2,Married,4855,4,No,3,7,2,3,2,Yes
32,Non-Travel,Research & Development,1,Technical Degree,4,Male,Research Scientist,1,Married,4087,4,No,3,9,3,2,5,No
48,Travel_Rarely,Research & Development,15,Other,3,Female,Research Scientist,1,Married,2367,8,No,3,10,3,2,2,No
34,Travel_Rarely,Research & Development,7,Medical,1,Male,Research Scientist,4,Single,2972,1,No,3,1,4,1,0,No
55,Travel_Rarely,Sales,26,Marketing,3,Male,Manager,4,Married,19586,1,No,4,36,3,3,6,No
34,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,4,Married,5484,9,No,3,9,3,2,2,No
26,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,Research Scientist,4,Married,2061,1,No,4,1,5,3,0,No
38,Travel_Rarely,Sales,14,Life Sciences,3,Male,Sales Executive,2,Married,9924,0,No,3,10,3,3,8,No
38,Travel_Rarely,Sales,16,Life Sciences,2,Female,Sales Executive,2,Single,4198,2,No,3,8,5,4,2,No
